"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"201","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.599682846,-81.614407688,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"South Mountains SP - Jacob Fork; See cover sheet for drawing","public",5547139
"202","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.851052866,-81.910602697,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5547140
"203","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.368751152,-82.857022942,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5645397
"204","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.023130588,-83.43463413,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Rock House Knob","public",5645399
"205","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","12.5","cm",NA,35.392400743,-82.866813661,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5645400
"206","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,36.460795913,-81.488928147,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Phoenix Mountain","public",5645401
"207","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,36.038107798,-81.83113499,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Roseborough","public",5645402
"208","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.930797263,-81.9168398,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5645403
"209","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.885320012,-81.885735586,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5645404
"210","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.893170706,-81.88482606,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5645405
"211","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.922043119,-81.894126705,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5645407
"212","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.833540726,-81.901433766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5645408
"213","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.907869279,-81.908595304,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5645409
"214","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.399957026,-82.850361809,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5645410
"215","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.461410853,-83.969753766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5645411
"216","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.376880025,-83.969293607,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5645412
"217","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5645413
"218","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.02080509,-83.098438979,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5645414
"219","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.1,-83.2,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Shortoff Mountain","public",5645415
"220","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.031246024,-83.011364534,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whitewater Gorge","public",5645417
"221","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.285404762,-83.48676201,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",5645418
"222","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.433774548,-81.381706938,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",5645419
"223","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.4,-82.3,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",5645421
"224","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.366496953,-81.644796787,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Long Hope Valley","public",5645422
"225","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.052077159,-82.914242422,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Toxaway Game Land - Turkey Beard Barren","public",5645423
"226","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.098414223,-82.956669287,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Grassy Ridge","public",5645424
"227","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.094975291,-82.892009425,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Maple Spring Branch","public",5645425
"228","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.086319435,-82.917124981,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Big Spice Ridge","public",5645426
"229","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.031246024,-83.011364534,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whitewater Gorge","public",5645427
"230","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.4,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",5645837
"231","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.338242554,-81.655569868,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Long Hope Valley","public",5645849
"232","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","1.75","cm",NA,38.1424166666667,-78.8004388888889,NA,NA,"Dean Walton",NA,"United States",NA,"Turk Run","public",5741791
"233","Rhododendron",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,34.992301404,-83.104036019,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5742514
"234","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.007258629,-83.125599273,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5742550
"235","Rhododendron","Rhododendron arborescens","diameter at breast height (1.3 m)","0.5","cm",NA,34.989685482,-83.102175028,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5742539
"236","Rhododendron","Rhododendron arborescens","diameter at breast height (1.3 m)","0.5","cm",NA,35.176161957,-82.625441598,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Buck Forest","public",5742540
"237","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.401595049,-82.861079907,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5742541
"238","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.050887943,-83.277257629,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Piney Knob Fork","public",5742542
"239","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,36.396822761,-81.552927406,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bluff Mountain","public",5742543
"240","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","17.5","cm",NA,35.860491119,-81.914365894,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5742544
"241","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.364630364,-82.819838278,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5742545
"242","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.425665764,-83.979231896,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5742546
"243","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.388085931,-84.004484024,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5742547
"244","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.35836577,-83.959813648,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5742548
"245","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.007872598,-83.122623169,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5742551
"246","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.310581859,-82.932791114,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Buckeye Creek; Buckeye = invalid place","public",5742552
"247","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.399303069,-82.272900009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",5742553
"248","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.824630469,-81.899339998,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5742554
"249","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","0.5","cm",NA,31.927607767,-82.068238846,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ohoopee Sand Ridge","public",5742555
"250","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.381450003,-83.109383334,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve - Cashie Branch","public",5742939
"251","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.441050024,-83.976714998,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5840322
"252","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.39877764,-82.273134006,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",5840323
"253","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.930797263,-81.9168398,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840324
"254","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.922338349,-81.890804762,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840325
"255","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.851318277,-81.911270202,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840327
"256","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.922043119,-81.894126705,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840328
"257","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.907869279,-81.908595304,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840329
"258","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.342770245,-82.898568932,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5840330
"259","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.440076196,-82.844450336,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5840331
"260","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.42884579,-82.85366658,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5840332
"261","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.4,-83.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5840333
"262","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.461410853,-83.969753766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5840334
"263","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.3,-83.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Tyre Knob; Jump-up = invalid place","public",5840335
"264","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.031246024,-83.011364534,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whitewater Gorge","public",5840337
"265","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.02,-81.82,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Lost Cove Creek","public",5840338
"266","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.02,-81.82,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Lost Cove Creek","public",5840339
"267","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.286268179,-83.486857704,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",5840340
"268","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.177472314,-82.624545257,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Buck Forest","public",5840341
"269","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.397526625,-82.254835501,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",5840342
"270","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.453675213,-81.486240054,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Phoenix Mountain","public",5840343
"271","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.122772964,-82.618367605,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Jones Gap State Park","public",5840344
"272","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.601383818,-81.64926265,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"South Mountains SP - Jacob Fork; plot runs across an open cove, located in an area with more old pre-logging trees - basal [??] area closer to natural, bar many young trees present.  Some weedy young components.","public",5840345
"273","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.44523424,-81.06088043,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bullhead Mountain; Plot is just east of road, a short distance up from the park corner","public",5840347
"274","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36.3882745,-81.07808549,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Stone Mountain State Park; Young forest
Beyond powerline
Minor draw on North
Adjacent to old State Park boundary sign.","public",5840348
"275","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.880990198,-81.886019592,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840349
"276","Rhododendron",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,35.079087318,-83.139752492,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whiteside Mountain","public",5840350
"277","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","0.5","cm",NA,35.933136827,-81.893586823,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840351
"278","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","1.75","cm",NA,35.89611524,-79.03150706,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"North Carolina Botanical Garden - Nature Trail Hill; Upland hardwoods on Nature Trail Hill. 
Near area where previous NCBG plot done (plot T).","public",5840352
"279","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.961646342,-81.888132327,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5840786
"280","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.007872598,-83.122623169,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5937895
"281","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.38847391,-82.893144996,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5942410
"282","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.3,-83.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Tyre Knob; Jump-up = invalid place","public",5948151
"283","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.859100069,-81.883449375,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5948126
"284","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.439625583,-82.844440046,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5948127
"285","Rhododendron","Rhododendron arborescens","diameter at breast height (1.3 m)","0.5","cm",NA,35.380116391,-83.969632315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5948128
"286","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.867675963,-81.894178413,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5948129
"287","Rhododendron","Rhododendron arborescens","diameter at breast height (1.3 m)","3.75","cm",NA,35.036837578,-83.28620173,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",5948130
"288","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.4,-84,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5948131
"289","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.107457428,-82.112198115,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cherokee NF - Roan Mountain","public",5948133
"290","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,34.998883381,-83.142128926,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5948134
"291","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.032546387,-83.58088982,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - White Oak Stamp","public",5948136
"292","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.35694269,-82.815483683,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5948137
"293","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.092645737,-83.52224471,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Runaway Knob","public",5948138
"294","Rhododendron","Rhododendron canescens","diameter at breast height (1.3 m)","0.5","cm",NA,33.163643194,-80.01716824,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Lewisfield Plantation","public",5948139
"295","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.342492466,-82.876006487,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5948140
"296","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.362020891,-82.866663626,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5948141
"297","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.409949162,-82.857197675,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5948142
"298","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.365642578,-82.853980026,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5948143
"299","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,36.4,-81.5,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Mount Jefferson State Park","public",5948144
"300","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.944974585,-81.902036016,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5948147
"301","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.42884579,-82.85366658,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5948148
"302","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.374661039,-83.986159136,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",5948149
"303","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.000707288,-83.131412629,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5948150
"304","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.083998684,-83.137325225,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whiteside Mountain","public",5948152
"305","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36.433640894,-81.383456821,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",5948154
"306","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.400364454,-82.259394272,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",5948155
"307","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","17.5","cm",NA,35.353319659,-82.776688506,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pink Beds","public",5948156
"308","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.096471023,-82.958070927,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Grassy Ridge","public",5948157
"309","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.091330039,-82.897344101,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Twin Falls","public",5948158
"310","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.082562711,-82.905575719,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Bearwallow Creek","public",5948159
"311","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.12172184,-82.620782963,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Jones Gap State Park","public",5948160
"312","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.601383818,-81.64926265,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"South Mountains SP - Jacob Fork; plot runs across an open cove, located in an area with more old pre-logging trees - basal [??] area closer to natural, bar many young trees present.  Some weedy young components.","public",5948164
"313","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.69342827,-82.182913079,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hickory Branch; on side of ridge;  AND: see coversheet for drawing","public",5948165
"314","Rhododendron",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,35.923795887,-81.91276836,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5948167
"315","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,36.464228178,-81.345806281,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",5948168
"316","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.376358759,-82.912454962,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",6046135
"317","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","7.5","cm",NA,35.4,-83.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6046137
"318","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","7.5","cm",NA,35.092645737,-83.52224471,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Runaway Knob","public",6046138
"319","Rhododendron","Rhododendron carolinianum","diameter at breast height (1.3 m)","0.5","cm",NA,34.87213343,-83.078042303,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Oconee SP - Tamassee Knob","public",6046140
"320","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,36.1025721,-82.127437992,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Roan Mountain","public",6046141
"321","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,36.39533059,-81.550967362,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bluff Mountain","public",6046143
