"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"230","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1057399
"231","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1057394
"232","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1057403
"233","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1057404
"234","Vitis",NA,"diameter at breast height (1.3 m)","4","cm",NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1070702
"235","Vitis",NA,"diameter at breast height (1.3 m)","5","cm",NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1070703
"236","Vitis",NA,"diameter at breast height (1.3 m)","5","cm",NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1071066
"237","Vitis",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1085933
"238","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1153401
"239","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1153403
"240","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1153404
"241","Vitis",NA,"diameter at breast height (1.3 m)","4","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1205852
"242","Vitis",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1205854
"243","Vitis",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,38.579,-90.695,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1232595
"244","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","2.5","cm",NA,39.7667,-86.15,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1259538
"245","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","6","cm",NA,39.7667,-86.15,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1259570
"246","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","3","cm",NA,39.7667,-86.15,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1261399
"247","Vitis","Vitis tiliifolia","diameter at breast height (1.3 m)","2.5","cm",NA,8.98333,-79.55,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1315911
"248","Vitis","Vitis bourgaeana","diameter at breast height (1.3 m)","3.7","cm",NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1329446
"249","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1343046
"250","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","2.5","cm",NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1356463
"251","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","6","cm",NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1356464
"252","Vitis",NA,"diameter at breast height (1.3 m)","8","cm",NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1369877
"253","Vitis",NA,"diameter at breast height (1.3 m)","6","cm",NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1369878
"254","Vitis",NA,"diameter at breast height (1.3 m)","9","cm",NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1369863
"255","Vitis",NA,"diameter at breast height (1.3 m)","5","cm",NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1369874
"256","Vitis",NA,"diameter at breast height (1.3 m)","5","cm",NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1369875
"257","Vitis",NA,"diameter at breast height (1.3 m)","5","cm",NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1369876
"258","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","5","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1410159
"259","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1450747
"260","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1450748
"261","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1450749
"262","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1450750
"263","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1450751
"264","Vitis",NA,"diameter at breast height (1.3 m)","4","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1545181
"265","Vitis",NA,"diameter at breast height (1.3 m)","7","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1545182
"266","Vitis",NA,"diameter at breast height (1.3 m)","6","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1545183
"267","Vitis","Vitis bourgaeana","diameter at breast height (1.3 m)","7.4","cm",NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1463850
"268","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","4","cm",NA,39.0333,-77.0333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1477234
"269","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1477235
"270","Vitis","Vitis bourgaeana","diameter at breast height (1.3 m)","4.5","cm",NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1490920
"271","Vitis",NA,"diameter at breast height (1.3 m)","7","cm",NA,41.7,-79.4,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1490994
"272","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","2.5","cm",NA,38.25,-90.6167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1491006
"273","Vitis",NA,"diameter at breast height (1.3 m)","9","cm",NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1491060
"274","Vitis",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1491061
"275","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","2.5","cm",NA,38.25,-90.6167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1503391
"276","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1516284
"277","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1516285
"278","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1516287
"279","Vitis","Vitis bourgaeana","diameter at breast height (1.3 m)","5","cm",NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1558678
"280","Vitis",NA,"diameter at breast height (1.3 m)","14","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1572234
"281","Vitis",NA,"diameter at breast height (1.3 m)","9","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1572235
"282","Vitis",NA,"diameter at breast height (1.3 m)","3","cm",NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1585696
"283","Vitis",NA,"diameter at breast height (1.3 m)","4","cm",NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1585695
"284","Vitis",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1626250
"285","Vitis","Vitis bourgaeana","diameter at breast height (1.3 m)","7.3","cm",NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1652984
"286","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","7","cm",NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1678251
"287","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","6","cm",NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1678253
"288","Vitis",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1693258
"289","Vitis","Vitis bourgaeana","diameter at breast height (1.3 m)","4.4","cm",NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1733658
"290","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1733716
"291","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","5","cm",NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1733717
"292","Vitis","Vitis mustangensis","diameter at breast height (1.3 m)","2.5","cm",NA,30.3333,-97.9167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1733735
"293","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","2.5","cm",NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1747823
"294","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1750520
"295","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1750526
"296","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1750798
"297","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1750964
"298","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1751008
"299","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1752734
"300","Vitis","Vitis bourgaeana","whole plant growth form","tree",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1756319
"301","Vitis",NA,"whole plant growth form","liana",NA,NA,40.297,-95.621,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1756391
"302","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1758157
"303","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1763320
"304","Vitis",NA,"whole plant growth form","liana",NA,NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1763540
"305","Vitis",NA,"whole plant growth form","liana",NA,NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1763541
"306","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1778051
"307","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1779884
"308","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1779885
"309","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1779886
"310","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1789082
"311","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1792750
"312","Vitis",NA,"whole plant growth form","liana",NA,NA,40.297,-95.621,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1798296
"313","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1802019
"314","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1803978
"315","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1810662
"316","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1812821
"317","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1814670
"318","Vitis",NA,"whole plant growth form","liana",NA,NA,38.95,-77.1667,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1814712
"319","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1814731
"320","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1816435
"321","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1818184
"322","Vitis",NA,"whole plant growth form","liana",NA,NA,41.7,-79.4,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1828947
"323","Vitis","Vitis aestivalis","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1831016
"324","Vitis","Vitis aestivalis","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1831017
"325","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1834527
"326","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1836294
"327","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6639,-96.3014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1839818
"328","Vitis","Vitis mustangensis","whole plant growth form","liana",NA,NA,30.3333,-97.9167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1839880
"329","Vitis","Vitis mustangensis","whole plant growth form","liana",NA,NA,30.3333,-97.9167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1839881
"330","Vitis",NA,"whole plant growth form","liana",NA,NA,38.579,-90.695,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1841683
"331","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1845563
"332","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1849083
"333","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1850813
"334","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1856289
"335","Vitis",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1869357
"336","Vitis",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1869358
"337","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1858192
"338","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1858273
"339","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1858274
"340","Vitis",NA,"whole plant growth form","liana",NA,NA,38.579,-90.695,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1860043
"341","Vitis",NA,"whole plant growth form","liana",NA,NA,38.579,-90.695,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1860044
"342","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1861870
"343","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1862019
"344","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1862020
"345","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1863815
"346","Vitis","Vitis riparia","whole plant growth form","liana",NA,NA,38.579,-90.695,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1863875
"347","Vitis","Vitis riparia","whole plant growth form","liana",NA,NA,38.579,-90.695,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1863876
"348","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1863894
"349","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1863895
"350","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1867549
"351","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1867550
"352","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1876616
"353","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.7667,-86.15,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1878664
"354","Vitis",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1881841
"355","Vitis",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1881935
"356","Vitis",NA,"whole plant growth form","liana",NA,NA,25.7167,-80.2667,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1882348
"357","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1882354
"358","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1882355
"359","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1882356
"360","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1882357
"361","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1882358
"362","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.6167,-96.2833,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1884145
"363","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1885927
"364","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1887917
"365","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1887919
"366","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1887920
"367","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1887921
"368","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1889692
"369","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1889693
"370","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1889694
"371","Vitis",NA,"whole plant growth form","liana",NA,NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1891309
"372","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1900523
"373","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1900525
"374","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1900526
"375","Vitis",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1907865
"376","Vitis",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1907866
"377","Vitis",NA,"whole plant growth form","liana",NA,NA,38.579,-90.695,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1911440
"378","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.7667,-86.15,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1915192
"379","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.7667,-86.15,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1915191
"380","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.7667,-86.15,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1915193
"381","Vitis","Vitis tiliifolia","whole plant growth form","liana",NA,NA,8.98333,-79.55,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1922723
"382","Vitis","Vitis bourgaeana","whole plant growth form","liana",NA,NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1924411
"383","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1926430
"384","Vitis",NA,"whole plant growth form","liana",NA,NA,40.05,-81.0167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1929934
"385","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1929946
"386","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1929947
"387","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1928217
"388","Vitis","Vitis vulpina","whole plant growth form","liana",NA,NA,39.0167,-91,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1928218
"389","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1929943
"390","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1929944
"391","Vitis",NA,"whole plant growth form","liana",NA,NA,39.55,-84.7167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1929945
"392","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6833,-82.4333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1935459
"393","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1941156
"394","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1941157
"395","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1941158
"396","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1941159
"397","Vitis","Vitis rotundifolia","whole plant growth form","liana",NA,NA,29.6667,-82.3333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1941160
"398","Vitis","Vitis bourgaeana","whole plant growth form","tree",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1942976
"399","Vitis","Vitis aestivalis","whole plant growth form","liana",NA,NA,39.0333,-77.0333,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1944927
